id1,id2,classification,language1,language2,word_count1,word_count2,average_word_count,word_count_difference,sentence_count1,sentence_count2,average_sentence_count,sentence_count_difference
32767141,33385082,No,hr,hr,151,121,136.0,30,5,2,3.5,3
32707373,41277526,No,it,hu,171,146,158.5,25,11,5,8.0,6
32756947,48237969,No,es,pt,169,170,169.5,1,6,6,6.0,0
32702762,38445880,Yes,nl,hr,52,134,93.0,82,3,6,4.5,3
32704187,49499201,No,ro,cs,149,138,143.5,11,6,11,8.5,5
32707096,28740229,No,bg,ru,56,120,88.0,64,2,5,3.5,3
32706986,31001458,No,ro,ro,131,133,132.0,2,6,3,4.5,3
32701303,12933784,No,ro,ro,29,35,32.0,6,2,3,2.5,1
32709347,32672433,Yes,ru,mk,136,142,139.0,6,4,7,5.5,3
32704098,32369353,Yes,de,fr,141,166,153.5,25,4,4,4.0,0
32706122,32884299,Yes,ro,ro,175,159,167.0,16,13,16,14.5,3
32697905,32668475,Yes,hr,hr,147,140,143.5,7,9,11,10.0,2
32691301,30714411,No,hr,el,70,133,101.5,63,5,3,4.0,2
32696631,35282471,No,hr,sk,151,130,140.5,21,8,10,9.0,2
32709323,32899974,Yes,el,el,131,135,133.0,4,4,6,5.0,2
32706071,29483886,No,fr,fr,97,87,92.0,10,5,5,5.0,0
32724697,1276425,No,nl,ro,31,136,83.5,105,2,7,4.5,5
32705024,14166390,No,en,en,169,20,94.5,149,7,1,4.0,6
32730357,28701622,No,bg,ru,145,118,131.5,27,9,9,9.0,0
32722469,37722031,No,bg,ru,145,121,133.0,24,9,5,7.0,4
32706274,32966089,Yes,bg,bg,52,130,91.0,78,2,8,5.0,6
32704469,22890356,No,pt,pt,157,887,522.0,730,6,43,24.5,37
32689357,43062355,Yes,hr,hr,126,101,113.5,25,6,6,6.0,0
32707407,47540748,No,hr,hr,147,173,160.0,26,10,8,9.0,2
32704141,41858789,No,ro,ro,165,140,152.5,25,9,18,13.5,9
32706820,23882701,No,pt,de,164,77,120.5,87,8,3,5.5,5
32704278,32649988,Yes,de,de,146,151,148.5,5,6,7,6.5,1
32711761,43008218,No,el,el,154,166,160.0,12,4,1,2.5,3
32725503,49459581,No,pt,pt,255,131,193.0,124,10,4,7.0,6
32739024,38193719,Yes,nl,it,153,160,156.5,7,11,6,8.5,5
32704494,32672903,Yes,en,hr,150,59,104.5,91,2,4,3.0,2
40854105,17505145,No,fr,ro,146,156,151.0,10,4,3,3.5,1
32724525,38182474,No,pt,el,426,137,281.5,289,7,4,5.5,3
32754294,32300157,No,el,pt,120,156,138.0,36,6,7,6.5,1
32730170,26558034,No,hu,fr,153,150,151.5,3,9,6,7.5,3
32704127,33701240,No,hr,hr,141,137,139.0,4,4,4,4.0,0
32706223,32625381,Yes,ro,ro,160,172,166.0,12,6,7,6.5,1
32706571,32583989,Yes,fr,ru,36,127,81.5,91,2,4,3.0,2
32725287,49481430,No,fr,de,54,143,98.5,89,3,8,5.5,5
32707652,35535791,Yes,it,el,155,159,157.0,4,10,7,8.5,3
32707806,38885023,No,bg,it,99,143,121.0,44,7,4,5.5,3
32709499,11221802,No,nl,ro,161,24,92.5,137,7,2,4.5,5
32709452,32702675,Yes,sk,hr,145,74,109.5,71,8,2,5.0,6
32704147,23151882,No,fr,pt,162,679,420.5,517,8,39,23.5,31
32704244,9343151,No,ro,ro,172,107,139.5,65,7,2,4.5,5
32704926,30144276,No,fr,fr,154,162,158.0,8,6,9,7.5,3
32704927,48545180,No,fr,it,144,146,145.0,2,3,7,5.0,4
32706518,37656893,No,ru,el,128,153,140.5,25,7,7,7.0,0
32706527,32714529,Yes,pl,ru,126,99,112.5,27,10,5,7.5,5
32706715,32714243,Yes,bg,bg,150,157,153.5,7,8,8,8.0,0
40854085,7520025,No,ru,ro,90,84,87.0,6,6,3,4.5,3
40854086,21159217,No,ru,pl,133,46,89.5,87,6,4,5.0,2
32709414,1900210,No,de,ro,139,30,84.5,109,7,1,4.0,6
32706147,5021087,No,ro,ro,138,173,155.5,35,5,4,4.5,1
32706252,50052238,Yes,bg,bg,154,144,149.0,10,11,5,8.0,6
32711271,43031735,No,en,sk,176,173,174.5,3,2,12,7.0,10
32714303,32683509,Yes,ru,it,135,156,145.5,21,9,8,8.5,1
32707033,48961919,No,mk,hr,179,159,169.0,20,17,6,11.5,11
32702836,49367279,No,en,pt,174,145,159.5,29,8,2,5.0,6
32710145,25189296,No,el,el,137,56,96.5,81,3,2,2.5,1
32727587,3263716,Yes,hu,ro,132,79,105.5,53,3,3,3.0,0
32707662,45408740,No,en,en,153,178,165.5,25,3,4,3.5,1
32706218,14294275,No,ro,ro,151,92,121.5,59,6,3,4.5,3
32705050,31048537,No,ro,ro,130,104,117.0,26,6,4,5.0,2
32716712,46279643,No,en,en,115,143,129.0,28,4,4,4.0,0
32702412,34695521,No,ru,ru,86,90,88.0,4,1,2,1.5,1
32724470,31536651,No,de,it,25,144,84.5,119,1,6,3.5,5
32828138,41503687,No,pl,de,146,136,141.0,10,5,7,6.0,2
32707808,38725512,No,pl,pl,140,131,135.5,9,13,9,11.0,4
32724422,27572899,No,pt,pt,286,569,427.5,283,6,19,12.5,13
32707401,25129128,No,pt,pt,147,442,294.5,295,3,9,6.0,6
32715022,39573579,No,el,hr,126,158,142.0,32,5,8,6.5,3
32707101,26626593,No,en,it,92,122,107.0,30,4,8,6.0,4
32710221,42265911,No,bg,sk,83,80,81.5,3,4,6,5.0,2
32707618,10477407,Yes,el,ro,180,75,127.5,105,7,4,5.5,3
32707496,33854604,No,it,it,85,149,117.0,64,2,4,3.0,2
32707095,32501485,No,en,es,168,178,173.0,10,3,8,5.5,5
32710345,40927578,No,it,it,152,152,152.0,0,4,6,5.0,2
32710418,32711924,Yes,it,it,152,152,152.0,0,4,4,4.0,0
32708199,40927674,No,it,it,152,147,149.5,5,4,5,4.5,1
32711924,40934339,No,it,it,152,152,152.0,0,4,5,4.5,1
32707857,44965179,No,it,sk,161,168,164.5,7,10,16,13.0,6
32704210,21244917,No,bg,ro,143,98,120.5,45,5,4,4.5,1
32714706,36171652,No,ro,bg,149,157,153.0,8,5,15,10.0,10
32706194,41421355,No,pl,ru,126,131,128.5,5,10,6,8.0,4
32754411,32776649,Yes,el,ru,145,77,111.0,68,7,3,5.0,4
32704295,41122854,Yes,fr,da,173,153,163.0,20,3,3,3.0,0
32768505,32681246,Yes,fr,fr,163,101,132.0,62,5,2,3.5,3
32707379,26974002,No,pt,pt,160,165,162.5,5,6,4,5.0,2
32755171,34685164,No,el,it,75,141,108.0,66,4,6,5.0,2
32711763,32665287,Yes,el,el,125,146,135.5,21,4,5,4.5,1
32704583,32681991,Yes,el,ro,128,142,135.0,14,6,3,4.5,3
32704055,31027066,Yes,fr,fr,158,179,168.5,21,7,7,7.0,0
32740489,33131669,Yes,ru,fr,114,164,139.0,50,6,5,5.5,1
32709521,32794960,Yes,es,es,166,164,165.0,2,5,4,4.5,1
32704651,32733672,Yes,fr,fr,146,148,147.0,2,6,5,5.5,1
32706810,34377327,No,it,it,141,163,152.0,22,4,4,4.0,0
32717507,27232546,Yes,en,es,175,184,179.5,9,13,6,9.5,7
32710684,44936673,Yes,cs,de,152,143,147.5,9,6,6,6.0,0
32706584,43876296,No,hr,pt,148,163,155.5,15,9,5,7.0,4
32707882,32743457,Yes,ro,ro,152,147,149.5,5,6,2,4.0,4
32724421,40438174,No,pt,pt,252,122,187.0,130,12,6,9.0,6
32708094,39764166,No,pt,it,169,83,126.0,86,7,4,5.5,3
32727086,30966004,Yes,sk,it,156,154,155.0,2,10,6,8.0,4
32710505,33810293,No,es,es,165,170,167.5,5,4,4,4.0,0
32707435,36398823,Yes,ro,ro,144,165,154.5,21,6,6,6.0,0
32712142,29458681,Yes,en,en,173,161,167.0,12,3,6,4.5,3
32710344,32710217,Yes,it,it,161,160,160.5,1,6,6,6.0,0
32710217,32707234,Yes,it,it,160,158,159.0,2,6,6,6.0,0
32710427,32713639,Yes,it,it,162,163,162.5,1,6,6,6.0,0
32708054,43773977,No,it,en,140,179,159.5,39,6,7,6.5,1
32708201,32707236,Yes,it,it,161,161,161.0,0,6,6,6.0,0
32707851,32708054,Yes,it,it,160,140,150.0,20,6,6,6.0,0
32707641,32712256,Yes,it,it,161,163,162.0,2,6,6,6.0,0
32709454,32708201,Yes,it,it,163,161,162.0,2,6,6,6.0,0
32713639,32711579,Yes,it,it,163,163,163.0,0,6,6,6.0,0
32711658,28623485,No,en,en,23,23,23.0,0,1,1,1.0,0
32707234,44817386,No,it,el,158,137,147.5,21,6,6,6.0,0
32707235,32708054,Yes,it,it,163,140,151.5,23,6,6,6.0,0
32707236,32710344,Yes,it,it,161,161,161.0,0,6,6,6.0,0
32733425,39075756,No,hu,fr,134,155,144.5,21,7,6,6.5,1
32711281,32615585,No,cs,el,150,148,149.0,2,8,3,5.5,5
32707781,39060934,No,en,en,169,161,165.0,8,3,6,4.5,3
32704105,7898763,No,ro,ro,112,59,85.5,53,3,2,2.5,1
32709918,39993801,No,ro,hr,106,41,73.5,65,2,2,2.0,0
32704590,31477651,No,en,de,155,130,142.5,25,8,6,7.0,2
32702994,30741465,No,ru,ru,93,77,85.0,16,5,3,4.0,2
32706997,33891800,No,it,it,157,167,162.0,10,9,6,7.5,3
32749484,32601597,Yes,nl,fr,149,154,151.5,5,9,6,7.5,3
32730485,39710279,No,hu,it,125,100,112.5,25,11,6,8.5,5
32755530,47479861,No,el,el,96,122,109.0,26,3,3,3.0,0
32704956,48143507,No,bg,ru,103,84,93.5,19,6,7,6.5,1
32773489,37081969,No,hr,hr,163,148,155.5,15,7,3,5.0,4
32763549,32736658,Yes,el,el,148,120,134.0,28,3,4,3.5,1
32756920,42053228,No,bg,fr,150,76,113.0,74,7,4,5.5,3
32725901,11422850,No,pt,ro,11,55,33.0,44,1,3,2.0,2
32725502,32593641,Yes,pt,en,374,588,481.0,214,23,10,16.5,13
32710668,29747988,No,bg,pt,157,143,150.0,14,7,4,5.5,3
32711645,43400570,No,de,de,143,109,126.0,34,7,10,8.5,3
32714439,37135200,No,pt,pt,163,162,162.5,1,6,6,6.0,0
32707376,23757631,No,ro,ro,171,13,92.0,158,10,1,5.5,9
32704122,27974669,No,de,de,136,92,114.0,44,6,5,5.5,1
32725885,20206902,No,pt,ro,9,29,19.0,20,1,1,1.0,0
32709335,29934600,No,es,es,79,158,118.5,79,5,4,4.5,1
32702972,28551352,No,ro,pl,164,134,149.0,30,8,8,8.0,0
40854044,37052883,No,ru,ru,112,87,99.5,25,5,1,3.0,4
32758334,26302835,No,el,el,60,60,60.0,0,2,2,2.0,0
32758333,34742700,No,el,el,143,144,143.5,1,7,6,6.5,1
32704205,32748003,Yes,en,en,179,177,178.0,2,6,2,4.0,4
32736263,49648053,No,de,de,104,124,114.0,20,5,7,6.0,2
32707789,32876160,Yes,en,pl,169,119,144.0,50,5,9,7.0,4
32707430,26569726,No,hr,hr,153,146,149.5,7,3,5,4.0,2
32704032,32864634,Yes,pt,pt,156,156,156.0,0,2,3,2.5,1
32707414,30647132,No,mk,hu,144,141,142.5,3,10,7,8.5,3
32704887,32727859,Yes,fr,fr,169,173,171.0,4,4,4,4.0,0
32707346,46561125,No,ro,ro,142,156,149.0,14,5,6,5.5,1
32706069,33854356,No,en,it,72,148,110.0,76,5,4,4.5,1
32711270,41349496,No,en,en,170,173,171.5,3,3,5,4.0,2
32704189,42866850,No,da,pt,141,163,152.0,22,7,8,7.5,1
32710156,28469474,No,ru,ru,121,78,99.5,43,4,5,4.5,1
32704004,31105403,No,ro,ro,141,140,140.5,1,4,4,4.0,0
32710339,29906374,No,it,it,169,164,166.5,5,7,6,6.5,1
32710165,32709462,Yes,it,it,165,172,168.5,7,6,7,6.5,1
32710426,32708049,Yes,it,it,169,168,168.5,1,7,7,7.0,0
32708049,29906374,No,it,it,168,164,166.0,4,7,6,6.5,1
32707643,32710426,Yes,it,it,170,169,169.5,1,6,7,6.5,1
32707644,32707643,Yes,it,it,169,170,169.5,1,7,6,6.5,1
32707645,32713571,Yes,it,it,168,169,168.5,1,7,7,7.0,0
32710741,32710324,Yes,it,it,168,169,168.5,1,7,7,7.0,0
32710660,32713571,Yes,it,it,168,169,168.5,1,7,7,7.0,0
32712141,32729367,No,en,en,23,23,23.0,0,1,1,1.0,0
32709462,32710165,Yes,it,it,172,165,168.5,7,7,6,6.5,1
32709542,33017632,Yes,pt,pt,175,157,166.0,18,12,10,11.0,2
32709455,29901357,No,it,it,168,164,166.0,4,7,6,6.5,1
32713964,29901369,No,it,it,169,164,166.5,5,7,6,6.5,1
32711262,32676369,Yes,it,it,161,152,156.5,9,6,5,5.5,1
32730835,32864762,Yes,pt,pt,157,107,132.0,50,7,5,6.0,2
32767848,32778049,No,ru,ru,126,126,126.0,0,5,5,5.0,0
32706589,32707584,Yes,hr,hr,135,137,136.0,2,1,4,2.5,3
32767634,43392888,No,hr,hr,168,86,127.0,82,7,2,4.5,5
32711654,35602584,No,en,en,169,126,147.5,43,1,3,2.0,2
32704078,10249712,No,pt,ro,146,38,92.0,108,6,1,3.5,5
32704083,31040815,No,it,it,78,78,78.0,0,4,4,4.0,0
32711668,32572019,Yes,pt,it,165,163,164.0,2,4,5,4.5,1
32704016,46680706,No,fr,fr,173,172,172.5,1,4,8,6.0,4
32704263,4916297,No,ro,ro,173,116,144.5,57,8,3,5.5,5
32767873,25317409,No,hr,ro,154,174,164.0,20,9,8,8.5,1
32707842,30411668,No,en,el,173,165,169.0,8,4,8,6.0,4
32714307,45325336,No,sk,sk,127,142,134.5,15,8,10,9.0,2
32702469,32704662,Yes,it,it,157,160,158.5,3,6,6,6.0,0
32708040,16144100,No,el,ro,146,102,124.0,44,3,4,3.5,1
32706178,24937433,Yes,en,ro,159,100,129.5,59,4,2,3.0,2
32706563,32964648,Yes,ro,ro,165,157,161.0,8,6,5,5.5,1
32704042,32721150,Yes,ro,en,128,82,105.0,46,5,3,4.0,2
32706996,29220032,No,pt,en,162,156,159.0,6,3,5,4.0,2
32706675,29513570,Yes,pl,pl,135,148,141.5,13,5,10,7.5,5
32708189,31039449,No,sk,it,141,155,148.0,14,6,5,5.5,1
32704184,32759184,Yes,en,en,162,150,156.0,12,6,6,6.0,0
32707783,41005736,No,bg,bg,123,146,134.5,23,4,8,6.0,4
32706643,30971080,No,fr,es,159,161,160.0,2,9,3,6.0,6
32721336,32721269,Yes,sk,cs,58,135,96.5,77,3,7,5.0,4
32706583,32730718,Yes,ro,ro,141,141,141.0,0,4,5,4.5,1
32704307,32742823,Yes,fr,pt,118,102,110.0,16,2,3,2.5,1
32710212,49002677,No,pl,hr,151,165,158.0,14,12,6,9.0,6
32707771,46772987,No,en,hr,184,170,177.0,14,7,16,11.5,9
32704043,12248597,No,ro,ro,160,56,108.0,104,8,4,6.0,4
32709568,32935276,No,hr,mk,78,82,80.0,4,4,2,3.0,2
32724792,22557234,No,pt,pt,10,349,179.5,339,1,13,7.0,12
32726317,38499843,No,nl,it,29,87,58.0,58,3,3,3.0,0
32710338,47347112,No,sk,ro,148,144,146.0,4,9,6,7.5,3
32710292,32673501,Yes,hu,hu,83,123,103.0,40,8,8,8.0,0
32710315,38158168,No,nl,nl,164,168,166.0,4,13,8,10.5,5
32708145,26694232,No,hu,hu,141,148,144.5,7,6,6,6.0,0
32706050,43038157,Yes,hr,hr,133,157,145.0,24,7,9,8.0,2
32706456,41352122,No,hr,bg,165,165,165.0,0,12,9,10.5,3
32704035,47508428,No,fr,el,96,149,122.5,53,9,5,7.0,4
32704113,32688784,Yes,hr,hr,82,166,124.0,84,5,1,3.0,4
32704252,35737843,No,ru,pl,114,119,116.5,5,6,4,5.0,2
32773488,36327101,No,hr,mk,174,167,170.5,7,7,7,7.0,0
32712147,26698639,No,pt,pt,156,172,164.0,16,6,12,9.0,6
32704493,32709456,Yes,hr,nl,143,128,135.5,15,8,6,7.0,2
32720796,34541437,No,el,de,146,144,145.0,2,7,8,7.5,1
32710181,48207637,No,ro,de,145,122,133.5,23,6,6,6.0,0
32712447,42165248,Yes,fr,sk,32,138,85.0,106,3,13,8.0,10
32713907,47710371,No,it,it,170,165,167.5,5,10,4,7.0,6
32704559,41113322,No,de,de,139,132,135.5,7,7,7,7.0,0
32707591,34800764,No,it,it,148,156,152.0,8,6,6,6.0,0
32706520,32877718,Yes,en,en,165,169,167.0,4,3,6,4.5,3
32713891,4349384,No,hr,ro,81,60,70.5,21,3,3,3.0,0
32704909,34918606,No,fr,fr,81,168,124.5,87,2,9,5.5,7
32706068,43540308,No,de,de,154,127,140.5,27,8,4,6.0,4
32707384,46992293,No,cs,cs,134,131,132.5,3,6,6,6.0,0
32706662,30783428,Yes,pl,pl,143,136,139.5,7,4,5,4.5,1
32704006,25189663,No,ru,pt,120,212,166.0,92,9,10,9.5,1
32710151,35935166,No,fr,de,116,143,129.5,27,2,7,4.5,5
32704487,32986692,No,pt,pt,157,164,160.5,7,2,3,2.5,1
32704577,47396714,No,en,pl,178,145,161.5,33,7,6,6.5,1
32699652,32617870,No,ro,ro,150,159,154.5,9,3,6,4.5,3
32711535,32711536,Yes,en,en,168,166,167.0,2,9,11,10.0,2
32711536,32721152,Yes,en,en,166,162,164.0,4,11,2,6.5,9
32708345,40854390,Yes,en,ru,169,101,135.0,68,6,7,6.5,1
32714651,31899518,No,sk,hr,149,147,148.0,2,6,4,5.0,2
32704863,37686233,No,fr,pt,67,162,114.5,95,2,7,4.5,5
32713524,32560465,Yes,pt,pt,159,157,158.0,2,7,3,5.0,4
32707320,43308072,No,hu,cs,120,131,125.5,11,6,8,7.0,2
32704224,30683843,No,bg,mk,157,147,152.0,10,7,8,7.5,1
32727938,30191452,Yes,hu,hu,144,145,144.5,1,4,9,6.5,5
32709656,34275459,No,de,de,119,119,119.0,0,1,1,1.0,0
32706198,32999709,Yes,it,pt,161,606,383.5,445,8,20,14.0,12
32706849,26479244,No,fr,it,82,155,118.5,73,6,5,5.5,1
32707091,48886293,No,en,hr,186,152,169.0,34,8,11,9.5,3
32706893,32658932,Yes,ro,en,149,179,164.0,30,3,4,3.5,1
32704471,33838351,No,ro,ro,161,148,154.5,13,6,2,4.0,4
32704859,45277977,No,fr,fr,174,144,159.0,30,6,5,5.5,1
32707397,44939877,No,pt,ro,155,155,155.0,0,4,3,3.5,1
32707006,12116653,No,pt,ro,167,79,123.0,88,3,1,2.0,2
32704236,48099131,No,ru,ru,138,146,142.0,8,8,10,9.0,2
40854104,20153649,No,fr,ro,164,104,134.0,60,6,4,5.0,2
32708306,32640836,Yes,de,hu,149,118,133.5,31,8,6,7.0,2
32704907,48543539,No,fr,fr,158,159,158.5,1,6,5,5.5,1
32707780,38925401,No,en,de,162,138,150.0,24,1,6,3.5,5
32704086,36511190,No,es,fr,175,174,174.5,1,8,8,8.0,0
32752769,32721612,No,es,pt,106,164,135.0,58,4,7,5.5,3
32758881,32752769,Yes,es,es,106,106,106.0,0,4,4,4.0,0
32712376,27812129,No,es,nl,106,108,107.0,2,4,4,4.0,0
32707367,37463262,No,cs,cs,155,148,151.5,7,9,9,9.0,0
32704297,32069994,No,ro,ro,133,138,135.5,5,4,6,5.0,2
32704009,32964648,Yes,ro,ro,162,157,159.5,5,5,5,5.0,0
32709917,32692223,Yes,ro,ro,80,165,122.5,85,2,5,3.5,3
32773486,32730778,No,pt,pt,46,46,46.0,0,3,3,3.0,0
32734383,32903808,Yes,en,en,169,154,161.5,15,2,3,2.5,1
32704097,36391307,No,es,es,161,169,165.0,8,2,2,2.0,0
32708219,34709289,Yes,it,it,168,159,163.5,9,6,3,4.5,3
32704017,47665579,No,cs,bg,90,103,96.5,13,4,4,4.0,0
32704472,1900499,No,ro,ro,156,72,114.0,84,4,3,3.5,1
32705052,32695971,Yes,ro,pl,144,139,141.5,5,6,4,5.0,2
40854043,36060449,No,ru,ru,94,101,97.5,7,3,4,3.5,1
32710303,30802883,No,sk,sk,137,144,140.5,7,9,11,10.0,2
32707630,36539311,No,ru,ru,150,135,142.5,15,5,8,6.5,3
32707874,32710042,Yes,ro,ro,138,36,87.0,102,1,2,1.5,1
32710954,33399079,No,hr,hr,145,73,109.0,72,5,2,3.5,3
32711688,12228444,No,pl,ro,113,95,104.0,18,6,4,5.0,2
32706041,47398595,Yes,fr,fr,158,149,153.5,9,3,1,2.0,2
32706526,32796722,Yes,pl,ro,138,149,143.5,11,11,5,8.0,6
32706724,34644137,No,bg,bg,6,6,6.0,0,1,1,1.0,0
32707229,40492739,Yes,pl,pl,150,141,145.5,9,11,11,11.0,0
32704063,32537660,Yes,ru,hr,135,168,151.5,33,6,3,4.5,3
32706926,41265931,No,ru,ru,135,87,111.0,48,8,1,4.5,7
32684481,36368484,No,ro,ro,166,147,156.5,19,5,6,5.5,1
40854084,28308676,No,ru,ru,83,140,111.5,57,4,9,6.5,5
32704467,41181767,No,it,pt,109,139,124.0,30,5,4,4.5,1
32683870,39606658,No,el,cs,143,143,143.0,0,8,10,9.0,2
32704477,28710419,No,ro,it,132,165,148.5,33,5,5,5.0,0
32776977,38606310,No,fr,es,160,158,159.0,2,6,3,4.5,3
32704170,43931336,No,ro,ro,170,158,164.0,12,6,23,14.5,17
32706044,32110287,Yes,fr,cs,164,153,158.5,11,11,12,11.5,1
32722350,38042259,Yes,de,es,110,153,131.5,43,5,4,4.5,1
32706819,38013216,No,pt,pt,171,162,166.5,9,4,7,5.5,3
32711068,39434422,No,en,fr,999,162,580.5,837,22,5,13.5,17
32763415,32778048,No,ru,ru,126,126,126.0,0,5,5,5.0,0
32769148,32772999,No,ru,ru,126,126,126.0,0,5,5,5.0,0
32707792,47511512,No,bg,bg,145,142,143.5,3,8,6,7.0,2
32707807,32321234,Yes,pl,de,140,68,104.0,72,11,3,7.0,8
32704201,33415792,Yes,fr,es,168,173,170.5,5,6,7,6.5,1
32725900,30252306,No,pt,pt,9,7,8.0,2,1,1,1.0,0
32721719,43624726,No,bg,mk,151,139,145.0,12,8,10,9.0,2
32711302,34567781,Yes,en,en,38,38,38.0,0,1,1,1.0,0
32706179,43851702,No,de,ru,112,140,126.0,28,7,5,6.0,2
32829945,48933846,No,de,hr,108,157,132.5,49,7,14,10.5,7
32734630,32983984,Yes,es,ro,124,166,145.0,42,8,6,7.0,2
32713708,39938662,Yes,es,ru,108,125,116.5,17,8,7,7.5,1
32720700,32974683,Yes,es,ro,108,156,132.0,48,8,5,6.5,3
32707266,45731419,No,el,el,141,137,139.0,4,4,4,4.0,0
32706982,26113276,No,en,en,159,132,145.5,27,6,5,5.5,1
32707838,32760915,Yes,en,en,175,154,164.5,21,1,5,3.0,4
32704943,33342916,No,ro,ro,160,143,151.5,17,7,4,5.5,3
32706560,30869242,Yes,it,hr,163,159,161.0,4,6,9,7.5,3
32706169,32698869,Yes,ro,ro,131,367,249.0,236,5,15,10.0,10
32706927,33845949,No,en,en,190,188,189.0,2,4,10,7.0,6
32714315,50480258,Yes,hr,hr,83,139,111.0,56,2,3,2.5,1
32707056,40563239,No,hr,it,151,152,151.5,1,5,7,6.0,2
32709541,38880571,No,pt,pt,176,157,166.5,19,9,6,7.5,3
32706164,26799702,No,el,el,161,145,153.0,16,5,4,4.5,1
32706634,43885814,No,ru,ru,91,118,104.5,27,3,4,3.5,1
32703997,49563624,Yes,pt,pt,116,149,132.5,33,4,5,4.5,1
32709974,19620102,No,ro,ro,21,30,25.5,9,1,1,1.0,0
32731191,32865160,Yes,hu,hu,133,118,125.5,15,9,5,7.0,4
32762493,42789505,No,en,ro,115,154,134.5,39,2,3,2.5,1
32704579,39171977,No,en,en,142,164,153.0,22,3,3,3.0,0
32704003,43178313,No,ro,bg,131,116,123.5,15,2,6,4.0,4
32710194,28268339,No,es,es,138,146,142.0,8,5,3,4.0,2
32707996,29563466,No,el,el,158,147,152.5,11,8,6,7.0,2
32713869,39093584,No,ru,ru,129,100,114.5,29,6,9,7.5,3
32766376,40527018,Yes,ru,ru,130,147,138.5,17,10,3,6.5,7
32758108,32713953,Yes,ru,ru,130,130,130.0,0,10,10,10.0,0
32713953,40856083,Yes,ru,ru,130,138,134.0,8,10,4,7.0,6
32705020,44246612,No,ru,ru,102,144,123.0,42,6,6,6.0,0
32704597,32740341,Yes,el,el,180,179,179.5,1,6,5,5.5,1
32704897,37599163,No,pt,ro,161,139,150.0,22,7,10,8.5,3
32737298,41599250,No,hr,fr,150,31,90.5,119,4,1,2.5,3
32748202,30418003,Yes,pt,pt,130,463,296.5,333,8,20,14.0,12
32740882,33793232,No,hu,en,129,168,148.5,39,10,3,6.5,7
32715437,43225007,Yes,el,de,156,118,137.0,38,6,5,5.5,1
32722351,23496061,Yes,el,el,149,15,82.0,134,1,1,1.0,0
32736652,40115583,No,hu,hu,137,142,139.5,5,6,7,6.5,1
32756918,32685675,Yes,bg,fr,128,161,144.5,33,5,3,4.0,2
32757827,32544049,No,fr,ru,171,141,156.0,30,19,26,22.5,7
32725624,35687063,No,de,el,22,140,81.0,118,1,5,3.0,4
32725625,29152739,No,de,de,17,11,14.0,6,1,1,1.0,0
32725535,32745880,Yes,nl,nl,22,22,22.0,0,1,1,1.0,0
32726999,32329128,No,hu,ro,138,168,153.0,30,10,6,8.0,4
32758715,39522284,No,hr,sk,159,136,147.5,23,5,13,9.0,8
32711511,32065529,No,fr,fr,173,136,154.5,37,3,8,5.5,5
32711482,32682007,Yes,el,el,149,150,149.5,1,1,2,1.5,1
32708039,32695585,Yes,el,el,149,144,146.5,5,1,3,2.0,2
32708057,35785789,No,hr,hr,120,140,130.0,20,1,5,3.0,4
32707980,28525347,No,hr,hr,150,159,154.5,9,5,8,6.5,3
32707805,35619534,No,bg,hr,158,112,135.0,46,8,7,7.5,1
32707761,39782811,No,ru,ru,127,142,134.5,15,9,9,9.0,0
32707607,45458702,No,fr,nl,154,157,155.5,3,5,10,7.5,5
32710674,32326751,Yes,ro,ro,160,160,160.0,0,2,6,4.0,4
32709324,32854145,Yes,el,el,146,155,150.5,9,2,4,3.0,2
32713872,35430899,No,hu,fr,123,166,144.5,43,4,7,5.5,3
32711697,31040178,No,sk,hr,152,126,139.0,26,7,7,7.0,0
32704882,33548350,No,ru,bg,133,135,134.0,2,9,6,7.5,3
32706154,38512992,No,fr,fr,158,162,160.0,4,5,8,6.5,3
32706090,32737880,Yes,bg,bg,117,117,117.0,0,10,6,8.0,4
32706480,32733072,No,bg,bg,148,158,153.0,10,8,6,7.0,2
32706672,40857224,Yes,pl,en,141,135,138.0,6,9,6,7.5,3
32707513,23650385,No,ru,ro,154,56,105.0,98,10,5,7.5,5
32707392,39922760,No,cs,hu,147,118,132.5,29,9,4,6.5,5
32707507,49099115,Yes,ru,hr,138,165,151.5,27,10,6,8.0,4
32704090,29138687,No,es,it,163,148,155.5,15,11,5,8.0,6
32704294,28017702,No,ru,ru,88,128,108.0,40,1,3,2.0,2
32706879,50331818,No,el,et,157,107,132.0,50,7,9,8.0,2
32706960,49970129,No,ru,ru,136,133,134.5,3,10,12,11.0,2
32707070,32689312,Yes,ru,ru,143,94,118.5,49,6,4,5.0,2
32695458,32986327,No,hr,hr,169,182,175.5,13,4,7,5.5,3
40856125,28020156,No,ru,ru,127,131,129.0,4,8,7,7.5,1
32707375,32688204,Yes,ro,ro,173,156,164.5,17,7,6,6.5,1
32710720,43306751,No,ru,ru,95,132,113.5,37,8,11,9.5,3
32704925,28790356,No,de,it,150,151,150.5,1,7,6,6.5,1
32710211,26453550,No,pl,pl,119,136,127.5,17,11,11,11.0,0
32704256,45153954,Yes,en,en,183,186,184.5,3,11,4,7.5,7
32704276,27788149,No,el,ru,146,144,145.0,2,6,4,5.0,2
32710233,33956376,Yes,pt,pt,159,158,158.5,1,8,5,6.5,3
32706886,40158729,No,fr,fr,72,157,114.5,85,3,7,5.0,4
